estacion,fecha,hora,Temperature,humedad,Pressure,windspeed,winddiraction,Rainfall,Snowfall,Snow depth,Short-wave irradiation
smooy,2023-03-01,10:00,282.83,34.49,993.56,1.43,317.14,0.000185,0.0,0.0,493.2189
smooy,2023-03-01,11:00,284.09,35.08,993.18,1.08,320.74,0.000277,0.0,0.0,642.1029
smooy,2023-03-01,12:00,285.36,35.67,992.8,0.75,327.62,0.008634,0.0,0.0,659.8572
smooy,2023-03-01,13:00,285.49,37.77,992.0,0.52,36.45,0.01699,0.0,0.0,620.76
smooy,2023-03-01,14:00,285.62,39.87,991.2,1.05,78.28,0.025347,0.0,0.0,536.1159
smooy,2023-03-01,15:00,285.75,41.98,990.4,1.74,89.91,0.132645,0.0,0.0,466.1313
smooy,2023-03-01,16:00,284.54,49.8,990.35,1.47,74.99,0.239944,0.0,0.0,359.481
smooy,2023-03-01,17:00,283.33,57.62,990.3,1.33,55.37,0.347243,0.0,0.0,223.2669
smooy,2023-03-01,18:00,282.12,65.44,990.26,1.37,34.35,0.304109,0.0,0.0,44.828
smooy,2023-03-01,19:00,281.52,57.34,991.31,2.21,359.72,0.260915,5.9e-05,0.0,0.0
smooy,2023-03-01,20:00,280.91,49.23,992.37,3.39,346.42,0.217741,9.9e-05,0.0,0.0
smooy,2023-03-01,21:00,280.31,41.12,993.42,4.65,340.14,0.145127,9.9e-05,0.0,0.0
smooy,2023-03-01,22:00,279.57,41.07,993.24,4.7,327.97,0.07258,3.3e-05,0.0,0.0
smooy,2023-03-01,23:00,278.83,41.02,993.06,4.95,316.53,0.0,0.0,0.0,0.0
smooy,2023-03-01,00:00,278.09,40.97,992.88,5.37,306.53,0.0,0.0,0.0,0.0
smooy,2023-03-02,01:00,277.75,42.16,992.56,5.23,309.18,0.0,0.0,0.0,0.0
smooy,2023-03-02,02:00,277.4,43.36,992.24,5.09,311.98,0.0,0.0,0.0,0.0
smooy,2023-03-02,03:00,277.06,44.56,991.92,4.97,314.91,0.0,0.0,0.0,0.0
smooy,2023-03-02,04:00,276.64,45.31,992.23,4.46,311.77,0.0,0.0,0.0,0.0
smooy,2023-03-02,05:00,276.23,46.07,992.55,3.97,307.85,0.0,0.0,0.0,0.0
smooy,2023-03-02,06:00,275.81,46.82,992.86,3.51,302.85,0.0,0.0,0.0,0.0
smooy,2023-03-02,07:00,277.38,42.85,993.52,3.68,313.1,0.0,0.0,0.0,6.9859
smooy,2023-03-02,08:00,278.94,38.88,994.19,3.96,322.16,0.0,0.0,0.0,148.1285
smooy,2023-03-02,09:00,280.51,34.91,994.85,4.33,329.86,0.0,0.0,0.0,330.522
smooy,2023-03-02,10:00,282.07,31.57,994.71,5.6,333.45,0.0,0.0,0.0,505.0062
smooy,2023-03-02,11:00,283.64,28.23,994.58,6.89,335.71,0.0,0.0,0.0,655.4082
smooy,2023-03-02,12:00,285.2,24.89,994.45,8.19,337.25,0.0,0.0,0.0,728.8125
smooy,2023-03-02,13:00,285.7,23.2,993.99,7.76,339.75,0.0,0.0,0.0,747.297
smooy,2023-03-02,14:00,286.19,21.51,993.53,7.35,342.53,0.0,0.0,0.0,709.2132
smooy,2023-03-02,15:00,286.69,19.81,993.08,6.95,345.63,0.0,0.0,0.0,588.4635
smooy,2023-03-02,16:00,285.22,24.17,993.58,4.94,353.87,0.0,0.0,0.0,432.3768
smooy,2023-03-02,17:00,283.76,28.53,994.09,3.16,12.24,0.0,0.0,0.0,255.4736
smooy,2023-03-02,18:00,282.3,32.88,994.59,2.26,55.92,0.0,0.0,0.0,51.5363
smooy,2023-03-02,19:00,281.18,38.28,995.37,1.6,63.54,0.0,0.0,0.0,0.0
smooy,2023-03-02,20:00,280.06,43.68,996.14,1.0,80.92,0.0,0.0,0.0,0.0
smooy,2023-03-02,21:00,278.93,49.09,996.91,0.68,125.72,0.0,0.0,0.0,0.0
smooy,2023-03-02,22:00,278.88,47.91,996.72,0.23,296.6,0.0,0.0,0.0,0.0
smooy,2023-03-02,23:00,278.83,46.73,996.53,1.13,302.03,0.0,0.0,0.0,0.0
smooy,2023-03-02,00:00,278.77,45.55,996.34,2.04,302.65,0.0,0.0,0.0,0.0
smooy,2023-03-03,01:00,278.38,45.29,996.01,2.02,305.99,0.0,0.0,0.0,0.0
smooy,2023-03-03,02:00,277.99,45.03,995.69,2.01,309.39,0.0,0.0,0.0,0.0
smooy,2023-03-03,03:00,277.6,44.78,995.36,2.01,312.81,0.0,0.0,0.0,0.0
smooy,2023-03-03,04:00,277.38,45.87,995.37,2.1,312.52,0.0,0.0,0.0,0.0
smooy,2023-03-03,05:00,277.16,46.97,995.39,2.2,312.26,0.0,0.0,0.0,0.0
smooy,2023-03-03,06:00,276.93,48.06,995.41,2.3,312.02,0.0,0.0,0.0,0.0
smooy,2023-03-03,07:00,278.74,44.46,995.81,2.27,317.26,0.0,0.0,0.0,7.8712
smooy,2023-03-03,08:00,280.55,40.86,996.21,2.26,322.61,0.0,0.0,0.0,152.3719
smooy,2023-03-03,09:00,282.36,37.26,996.6,2.26,327.96,0.0,0.0,0.0,335.748
smooy,2023-03-03,10:00,283.94,34.37,996.39,2.88,320.62,0.0,0.0,0.0,511.2015
smooy,2023-03-03,11:00,285.52,31.48,996.18,3.53,315.92,0.0,0.0,0.0,662.4879
smooy,2023-03-03,12:00,287.09,28.59,995.97,4.19,312.69,0.0,0.0,0.0,735.5667
smooy,2023-03-03,13:00,287.88,26.24,995.26,4.17,327.87,0.0,0.0,0.0,753.4716
smooy,2023-03-03,14:00,288.66,23.88,994.55,4.43,342.21,0.0,0.0,0.0,714.6945
smooy,2023-03-03,15:00,289.44,21.53,993.84,4.93,354.31,0.0,0.0,0.0,592.1601
smooy,2023-03-03,16:00,287.3,30.12,994.29,3.24,23.93,0.0,0.0,0.0,434.8833
smooy,2023-03-03,17:00,285.16,38.71,994.75,3.28,71.86,0.0,0.0,0.0,257.6654
smooy,2023-03-03,18:00,283.02,47.3,995.2,5.01,100.59,0.0,0.0,0.0,53.5437
smooy,2023-03-03,19:00,281.97,55.25,996.02,3.93,99.69,0.0,0.0,0.0,0.0
smooy,2023-03-03,20:00,280.92,63.19,996.84,2.85,98.13,0.0,0.0,0.0,0.0
smooy,2023-03-03,21:00,279.87,71.14,997.66,1.78,94.66,0.0,0.0,0.0,0.0
smooy,2023-03-03,22:00,279.36,73.54,997.72,1.1,86.13,0.0,0.0,0.0,0.0
smooy,2023-03-03,23:00,278.85,75.93,997.78,0.51,55.03,0.0,0.0,0.0,0.0
smooy,2023-03-03,00:00,278.34,78.33,997.84,0.57,333.17,0.0,0.0,0.0,0.0
smooy,2023-03-04,01:00,278.05,79.06,997.73,0.68,323.9,0.0,0.0,0.0,0.0
smooy,2023-03-04,02:00,277.76,79.8,997.61,0.81,317.36,0.0,0.0,0.0,0.0
smooy,2023-03-04,03:00,277.47,80.53,997.5,0.94,312.6,0.0,0.0,0.0,0.0
smooy,2023-03-04,04:00,277.19,80.58,997.51,0.99,308.86,0.0,0.0,0.0,0.0
smooy,2023-03-04,05:00,276.9,80.62,997.52,1.05,305.53,0.0,0.0,0.0,0.0
smooy,2023-03-04,06:00,276.62,80.67,997.54,1.12,302.56,0.0,0.0,0.0,0.0
smooy,2023-03-04,07:00,278.61,71.89,997.97,1.02,304.61,0.0,0.0,0.0,8.5779
smooy,2023-03-04,08:00,280.61,63.12,998.4,0.93,307.07,0.0,0.0,0.0,152.438
smooy,2023-03-04,09:00,282.6,54.35,998.83,0.83,310.08,0.0,0.0,0.0,333.1095
smooy,2023-03-04,10:00,284.23,48.9,998.46,0.41,287.97,0.0,0.0,0.0,507.1497
smooy,2023-03-04,11:00,285.85,43.44,998.09,0.32,204.65,0.0,0.0,0.0,658.2615
smooy,2023-03-04,12:00,287.48,37.99,997.72,0.71,170.16,0.0,0.0,0.0,731.7933
smooy,2023-03-04,13:00,288.16,35.42,997.02,0.74,138.45,0.0,0.0,0.0,750.9237
smooy,2023-03-04,14:00,288.85,32.84,996.33,0.95,115.33,0.0,0.0,0.0,713.847
smooy,2023-03-04,15:00,289.53,30.26,995.63,1.26,101.96,0.0,0.0,0.0,590.9241
smooy,2023-03-04,16:00,287.94,38.48,995.57,1.59,149.97,0.0,0.0,0.0,434.0088
smooy,2023-03-04,17:00,286.34,46.7,995.51,2.52,171.71,0.0,0.0,0.0,257.9916
smooy,2023-03-04,18:00,284.75,54.92,995.45,3.61,181.09,0.0,0.0,0.0,55.1877
smooy,2023-03-04,19:00,283.53,61.69,996.07,2.95,183.73,0.0,0.0,0.0,0.0
smooy,2023-03-04,20:00,282.31,68.47,996.68,2.29,187.88,0.0,0.0,0.0,0.0
smooy,2023-03-04,21:00,281.09,75.25,997.3,1.66,195.27,0.0,0.0,0.0,0.0
smooy,2023-03-04,22:00,280.78,75.63,997.04,1.54,203.18,0.0,0.0,0.0,0.0
smooy,2023-03-04,23:00,280.47,76.0,996.77,1.46,212.17,0.0,0.0,0.0,0.0
smooy,2023-03-04,00:00,280.16,76.37,996.5,1.42,221.97,0.0,0.0,0.0,0.0
smooy,2023-03-05,01:00,279.87,76.76,996.2,1.1,240.0,0.0,0.0,0.0,0.0
smooy,2023-03-05,02:00,279.57,77.15,995.89,0.96,267.34,0.0,0.0,0.0,0.0
smooy,2023-03-05,03:00,279.28,77.54,995.58,1.06,295.68,0.0,0.0,0.0,0.0
smooy,2023-03-05,04:00,279.24,77.12,995.47,1.07,291.55,0.0,0.0,0.0,0.0
smooy,2023-03-05,05:00,279.2,76.71,995.36,1.09,287.51,0.0,0.0,0.0,0.0
smooy,2023-03-05,06:00,279.16,76.29,995.25,1.11,283.6,0.0,0.0,0.0,0.0
smooy,2023-03-05,07:00,281.2,67.65,995.27,0.85,259.85,0.0,0.0,0.0,8.641
smooy,2023-03-05,08:00,283.25,59.02,995.3,0.83,227.19,0.0,0.0,0.0,141.6701
smooy,2023-03-05,09:00,285.3,50.38,995.32,1.04,200.9,0.0,0.0,0.0,305.9553
smooy,2023-03-05,10:00,286.97,42.38,994.74,1.67,186.43,0.0,0.0,0.0,464.2296
smooy,2023-03-05,11:00,288.65,34.38,994.16,2.34,180.07,0.0,0.0,0.0,601.6914
smooy,2023-03-05,12:00,290.32,26.37,993.59,3.04,176.58,0.0,0.0,0.0,622.6935
smooy,2023-03-05,13:00,290.37,24.91,992.64,3.62,179.3,0.0,0.0,0.0,592.3194
smooy,2023-03-05,14:00,290.41,23.44,991.7,4.2,181.26,0.0,0.0,0.0,519.3522
smooy,2023-03-05,15:00,290.46,21.97,990.75,4.79,182.74,0.0,0.0,0.0,391.0482
smooy,2023-03-05,16:00,289.09,26.45,990.42,4.08,179.24,0.0,0.0,0.0,255.9177
smooy,2023-03-05,17:00,287.72,30.93,990.09,3.4,174.3,0.0,0.0,0.0,131.82
smooy,2023-03-05,18:00,286.35,35.41,989.76,2.75,166.94,9.7e-05,0.0,0.0,29.0076
smooy,2023-03-05,19:00,285.95,38.82,990.04,2.02,179.64,0.000194,0.0,0.0,0.0
smooy,2023-03-05,20:00,285.54,42.23,990.32,1.5,203.48,0.000291,0.0,0.0,0.0
smooy,2023-03-05,21:00,285.14,45.65,990.59,1.4,239.15,0.038134,0.0,0.0,0.0
smooy,2023-03-05,22:00,284.75,49.5,990.34,1.31,271.58,0.075976,0.0,0.0,0.0
smooy,2023-03-05,23:00,284.36,53.35,990.09,1.61,299.35,0.113819,0.0,0.0,0.0
smooy,2023-03-05,00:00,283.97,57.2,989.84,2.16,315.72,0.075879,0.0,0.0,0.0
smooy,2023-03-06,01:00,283.21,62.56,989.7,1.88,311.64,0.03794,0.0,0.0,0.0
smooy,2023-03-06,02:00,282.46,67.93,989.55,1.61,306.18,0.0,0.0,0.0,0.0
smooy,2023-03-06,03:00,281.7,73.29,989.41,1.37,298.67,0.0,0.0,0.0,0.0
smooy,2023-03-06,04:00,281.43,74.69,989.36,1.24,285.74,0.0,0.0,0.0,0.0
smooy,2023-03-06,05:00,281.17,76.09,989.32,1.2,270.89,0.0,0.0,0.0,0.0
smooy,2023-03-06,06:00,280.91,77.49,989.27,1.23,255.84,0.0,0.0,0.0,0.0
smooy,2023-03-06,07:00,282.9,69.33,989.94,1.71,282.8,0.0,0.0,0.0,7.7331
smooy,2023-03-06,08:00,284.88,61.18,990.61,2.39,296.29,0.0,0.0,0.0,117.4924
smooy,2023-03-06,09:00,286.87,53.02,991.29,3.14,303.58,0.0,0.0,0.0,260.8441
smooy,2023-03-06,10:00,288.21,48.42,991.1,4.25,303.44,0.0,0.0,0.0,407.7072
smooy,2023-03-06,11:00,289.54,43.83,990.91,5.36,303.36,0.0,0.0,0.0,542.8497
smooy,2023-03-06,12:00,290.87,39.23,990.73,6.48,303.3,0.0,0.0,0.0,630.1296
smooy,2023-03-06,13:00,291.44,36.49,990.11,6.04,307.72,0.0,0.0,0.0,674.3058
smooy,2023-03-06,14:00,292.01,33.75,989.5,5.64,312.78,0.0,0.0,0.0,667.7082
smooy,2023-03-06,15:00,292.57,31.01,988.88,5.29,318.57,0.0,0.0,0.0,559.2705
smooy,2023-03-06,16:00,290.76,37.86,988.9,3.72,320.08,0.0,0.0,0.0,416.9463
smooy,2023-03-06,17:00,288.95,44.72,988.92,2.15,323.79,0.0,0.0,0.0,253.5049
smooy,2023-03-06,18:00,287.13,51.58,988.95,0.64,345.98,0.0,0.0,0.0,57.3496
smooy,2023-03-06,19:00,286.66,54.97,989.18,0.5,237.76,0.0,0.0,0.0,0.0
smooy,2023-03-06,20:00,286.18,58.37,989.4,1.34,211.01,0.0,0.0,0.0,0.0
smooy,2023-03-06,21:00,285.7,61.76,989.63,2.25,205.27,0.0,0.0,0.0,0.0
smooy,2023-03-06,22:00,286.08,60.02,989.23,1.78,197.9,0.0,0.0,0.0,0.0
smooy,2023-03-06,23:00,286.45,58.28,988.83,1.35,185.58,0.0,0.0,0.0,0.0
smooy,2023-03-06,00:00,286.82,56.54,988.43,1.04,164.23,0.0,0.0,0.0,0.0
smooy,2023-03-07,01:00,286.76,57.84,988.2,0.97,202.3,0.0,0.0,0.0,0.0
smooy,2023-03-07,02:00,286.71,59.15,987.96,1.29,232.06,0.0,0.0,0.0,0.0
smooy,2023-03-07,03:00,286.65,60.46,987.72,1.81,247.51,0.0,0.0,0.0,0.0
smooy,2023-03-07,04:00,286.16,62.16,987.64,1.55,264.97,0.0,0.0,0.0,0.0
smooy,2023-03-07,05:00,285.68,63.85,987.55,1.48,286.49,0.0,0.0,0.0,0.0
smooy,2023-03-07,06:00,285.19,65.54,987.47,1.62,307.04,0.0,0.0,0.0,0.0
smooy,2023-03-07,07:00,286.64,60.98,987.76,1.69,308.22,0.0,0.0,0.0,9.6627
smooy,2023-03-07,08:00,288.09,56.42,988.04,1.76,309.3,0.0,0.0,0.0,129.078
smooy,2023-03-07,09:00,289.54,51.85,988.33,1.84,310.31,0.0,0.0,0.0,269.0093
smooy,2023-03-07,10:00,290.7,45.9,988.29,1.75,301.35,0.0,0.0,0.0,402.7887
smooy,2023-03-07,11:00,291.86,39.95,988.25,1.71,291.71,0.0,0.0,0.0,518.0658
smooy,2023-03-07,12:00,293.02,34.0,988.2,1.72,281.89,0.0,0.0,0.0,618.2937
smooy,2023-03-07,13:00,293.94,30.09,987.72,3.18,311.73,0.0,0.0,0.0,678.3687
smooy,2023-03-07,14:00,294.86,26.18,987.23,4.95,321.68,0.0,0.0,0.0,687.0069
smooy,2023-03-07,15:00,295.78,22.27,986.74,6.78,326.32,0.0,0.0,0.0,575.6967
smooy,2023-03-07,16:00,293.84,28.41,987.05,5.38,327.92,0.0,0.0,0.0,429.5655
smooy,2023-03-07,17:00,291.9,34.55,987.36,3.99,330.63,0.0,0.0,0.0,261.6039
smooy,2023-03-07,18:00,289.96,40.69,987.67,2.62,336.22,0.0,0.0,0.0,59.4437
smooy,2023-03-07,19:00,289.06,44.21,988.42,1.99,319.7,0.0,0.0,0.0,0.0
smooy,2023-03-07,20:00,288.15,47.74,989.17,1.65,292.94,0.0,0.0,0.0,0.0
smooy,2023-03-07,21:00,287.25,51.26,989.92,1.77,262.5,0.0,0.0,0.0,0.0
smooy,2023-03-07,22:00,286.94,52.7,990.16,1.81,273.34,0.0,0.0,0.0,0.0
smooy,2023-03-07,23:00,286.63,54.13,990.4,1.92,283.33,0.0,0.0,0.0,0.0
smooy,2023-03-07,00:00,286.33,55.57,990.64,2.08,292.06,0.0,0.0,0.0,0.0
smooy,2023-03-08,01:00,286.21,56.7,990.53,2.08,278.69,0.0,0.0,0.0,0.0
smooy,2023-03-08,02:00,286.09,57.84,990.43,2.19,266.0,0.0,0.0,0.0,0.0
smooy,2023-03-08,03:00,285.98,58.97,990.32,2.39,255.0,0.0,0.0,0.0,0.0
smooy,2023-03-08,04:00,285.69,62.15,990.47,2.08,261.23,0.0,0.0,0.0,0.0
smooy,2023-03-08,05:00,285.41,65.33,990.62,1.81,269.49,0.0,0.0,0.0,0.0
smooy,2023-03-08,06:00,285.12,68.51,990.77,1.58,280.4,0.0,0.0,0.0,0.0
smooy,2023-03-08,07:00,287.08,62.25,991.07,1.31,285.64,0.0,0.0,0.0,12.9484
smooy,2023-03-08,08:00,289.04,55.98,991.37,1.06,293.5,0.0,0.0,0.0,161.9901
smooy,2023-03-08,09:00,290.99,49.71,991.67,0.83,305.92,0.0,0.0,0.0,336.7323
smooy,2023-03-08,10:00,292.89,45.36,991.3,0.7,249.82,0.0,0.0,0.0,506.0616
smooy,2023-03-08,11:00,294.78,41.02,990.94,1.16,213.1,0.0,0.0,0.0,653.9757
smooy,2023-03-08,12:00,296.68,36.67,990.57,1.8,199.76,0.0,0.0,0.0,723.003
smooy,2023-03-08,13:00,297.59,35.25,989.84,2.02,197.89,0.0,0.0,0.0,739.3968
smooy,2023-03-08,14:00,298.5,33.83,989.12,2.24,196.39,0.0,0.0,0.0,701.7435
smooy,2023-03-08,15:00,299.42,32.41,988.39,2.46,195.15,0.0,0.0,0.0,538.3419
smooy,2023-03-08,16:00,297.61,37.53,988.81,0.99,187.9,0.0,0.0,0.0,362.0097
smooy,2023-03-08,17:00,295.8,42.65,989.23,0.56,41.53,0.0,0.0,0.0,194.8027
smooy,2023-03-08,18:00,293.99,47.77,989.65,2.02,25.82,0.0,0.0,0.0,56.8321
smooy,2023-03-08,19:00,292.67,51.99,990.28,1.57,10.35,0.0,0.0,0.0,0.0082
smooy,2023-03-08,20:00,291.36,56.22,990.9,1.31,346.14,0.0,0.0,0.0,0.0
smooy,2023-03-08,21:00,290.04,60.45,991.52,1.36,317.75,0.0,0.0,0.0,0.0
smooy,2023-03-08,22:00,289.8,60.64,991.42,1.37,313.24,0.0,0.0,0.0,0.0
smooy,2023-03-08,23:00,289.55,60.83,991.32,1.38,308.81,0.0,0.0,0.0,0.0
smooy,2023-03-08,00:00,289.31,61.03,991.22,1.41,304.52,0.0,0.0,0.0,0.0
smooy,2023-03-09,01:00,288.92,62.15,991.09,1.61,312.8,0.0,0.0,0.0,0.0
smooy,2023-03-09,02:00,288.53,63.26,990.97,1.84,319.13,0.0,0.0,0.0,0.0
smooy,2023-03-09,03:00,288.14,64.38,990.85,2.08,324.03,0.0,0.0,0.0,0.0
smooy,2023-03-09,04:00,287.8,65.82,991.03,2.07,321.22,0.0,0.0,0.0,0.0
smooy,2023-03-09,05:00,287.45,67.26,991.22,2.06,318.39,0.0,0.0,0.0,0.0
smooy,2023-03-09,06:00,287.11,68.7,991.4,2.06,315.54,0.0,0.0,0.0,0.0
smooy,2023-03-09,07:00,288.34,63.67,992.05,2.27,314.44,0.0,0.0,0.0,7.1911
smooy,2023-03-09,08:00,289.58,58.64,992.7,2.48,313.52,0.0,0.0,0.0,84.515
smooy,2023-03-09,09:00,290.82,53.62,993.34,2.7,312.76,0.0,0.0,0.0,155.4478
smooy,2023-03-09,10:00,291.71,48.75,993.09,2.48,286.53,0.0,0.0,0.0,208.7937
smooy,2023-03-09,11:00,292.6,43.89,992.84,2.81,261.48,0.0,0.0,0.0,242.1376
smooy,2023-03-09,12:00,293.49,39.03,992.59,3.54,244.19,0.0,0.0,0.0,313.3629
smooy,2023-03-09,13:00,294.43,38.8,992.16,4.34,261.55,0.0,0.0,0.0,367.0419
smooy,2023-03-09,14:00,295.36,38.57,991.72,5.41,272.8,0.0,0.0,0.0,392.4768
smooy,2023-03-09,15:00,296.3,38.34,991.29,6.62,280.15,0.0,0.0,0.0,333.0936
smooy,2023-03-09,16:00,294.89,43.75,991.67,5.75,283.89,0.0,0.0,0.0,252.4563
smooy,2023-03-09,17:00,293.48,49.15,992.05,4.92,288.93,0.0,0.0,0.0,157.2638
smooy,2023-03-09,18:00,292.06,54.56,992.43,4.14,295.93,0.0,0.0,0.0,47.0626
smooy,2023-03-09,19:00,291.16,56.38,992.87,3.96,293.04,0.0,0.0,0.0,0.0411
smooy,2023-03-09,20:00,290.26,58.2,993.32,3.79,289.88,0.0,0.0,0.0,0.0
smooy,2023-03-09,21:00,289.36,60.02,993.77,3.63,286.43,0.0,0.0,0.0,0.0
smooy,2023-03-09,22:00,288.81,61.68,994.05,3.06,281.35,0.0,0.0,0.0,0.0
smooy,2023-03-09,23:00,288.25,63.34,994.32,2.51,274.01,0.0,0.0,0.0,0.0
smooy,2023-03-09,00:00,287.7,65.0,994.6,2.04,262.93,0.0,0.0,0.0,0.0
smooy,2023-03-10,01:00,287.46,63.71,994.58,1.85,252.44,0.0,0.0,0.0,0.0
smooy,2023-03-10,02:00,287.22,62.42,994.56,1.74,240.14,0.0,0.0,0.0,0.0
smooy,2023-03-10,03:00,286.98,61.13,994.55,1.72,226.87,0.0,0.0,0.0,0.0
smooy,2023-03-10,04:00,286.97,58.65,994.63,2.09,260.37,0.0,0.0,0.0,0.0
smooy,2023-03-10,05:00,286.96,56.17,994.72,2.9,279.45,0.0,0.0,0.0,0.0
smooy,2023-03-10,06:00,286.96,53.69,994.8,3.89,289.55,0.0,0.0,0.0,0.0
smooy,2023-03-10,07:00,288.54,47.84,995.19,6.09,299.92,0.0,0.0,0.0,13.0056
smooy,2023-03-10,08:00,290.12,41.99,995.59,8.38,304.71,0.0,0.0,0.0,144.0049
smooy,2023-03-10,09:00,291.69,36.14,995.98,10.7,307.44,0.0,0.0,0.0,312.7293
smooy,2023-03-10,10:00,293.36,31.62,996.08,10.44,311.24,0.0,0.0,0.0,492.1638
smooy,2023-03-10,11:00,295.02,27.11,996.17,10.23,315.21,0.0,0.0,0.0,662.7087
smooy,2023-03-10,12:00,296.69,22.6,996.27,10.07,319.33,0.0,0.0,0.0,726.0936
smooy,2023-03-10,13:00,297.06,22.9,996.0,9.64,320.78,0.0,0.0,0.0,736.5972
smooy,2023-03-10,14:00,297.43,23.2,995.72,9.21,322.37,0.0,0.0,0.0,694.0632
smooy,2023-03-10,15:00,297.8,23.5,995.45,8.79,324.1,0.0,0.0,0.0,581.238
smooy,2023-03-10,16:00,296.37,28.53,995.74,7.82,323.2,0.0,0.0,0.0,434.7207
smooy,2023-03-10,17:00,294.94,33.55,996.03,6.85,322.04,0.0,0.0,0.0,267.7369
smooy,2023-03-10,18:00,293.51,38.58,996.32,5.89,320.5,0.0,0.0,0.0,82.0827
smooy,2023-03-10,19:00,292.23,42.01,996.92,4.21,310.46,0.0,0.0,0.0,0.1771
smooy,2023-03-10,20:00,290.94,45.44,997.52,2.83,289.14,0.0,0.0,0.0,0.0
smooy,2023-03-10,21:00,289.66,48.87,998.12,2.31,247.52,0.0,0.0,0.0,0.0
smooy,2023-03-10,22:00,289.16,50.57,998.09,1.92,267.35,0.0,0.0,0.0,0.0
smooy,2023-03-10,23:00,288.67,52.27,998.05,1.84,292.49,0.0,0.0,0.0,0.0
smooy,2023-03-10,00:00,288.18,53.96,998.02,2.11,315.21,0.0,0.0,0.0,0.0
smooy,2023-03-11,01:00,287.74,56.43,997.79,2.21,311.0,0.0,0.0,0.0,0.0
smooy,2023-03-11,02:00,287.3,58.9,997.56,2.31,307.16,0.0,0.0,0.0,0.0
smooy,2023-03-11,03:00,286.85,61.36,997.32,2.43,303.66,0.0,0.0,0.0,0.0
smooy,2023-03-11,04:00,286.51,63.73,997.17,2.38,302.98,0.0,0.0,0.0,0.0
smooy,2023-03-11,05:00,286.16,66.1,997.01,2.34,302.27,0.0,0.0,0.0,0.0
smooy,2023-03-11,06:00,285.82,68.47,996.85,2.29,301.54,0.0,0.0,0.0,0.0
smooy,2023-03-11,07:00,287.94,60.15,996.93,2.46,305.73,0.0,0.0,0.0,18.3414
smooy,2023-03-11,08:00,290.06,51.84,997.01,2.63,309.39,0.0,0.0,0.0,183.3794
smooy,2023-03-11,09:00,292.18,43.52,997.09,2.81,312.59,0.0,0.0,0.0,365.7405
smooy,2023-03-11,10:00,294.17,35.99,996.74,2.89,307.1,0.0,0.0,0.0,541.1241
smooy,2023-03-11,11:00,296.15,28.46,996.39,2.99,301.93,0.0,0.0,0.0,693.1854
smooy,2023-03-11,12:00,298.14,20.93,996.04,3.11,297.13,0.0,0.0,0.0,765.9702
smooy,2023-03-11,13:00,299.36,18.91,995.16,3.22,308.19,0.0,0.0,0.0,784.1727
smooy,2023-03-11,14:00,300.57,16.88,994.27,3.44,318.18,0.0,0.0,0.0,745.9473
smooy,2023-03-11,15:00,301.79,14.86,993.38,3.75,326.75,0.0,0.0,0.0,620.1564
smooy,2023-03-11,16:00,299.84,21.88,993.71,5.36,327.0,0.0,0.0,0.0,460.3239
smooy,2023-03-11,17:00,297.88,28.89,994.03,6.96,327.14,0.0,0.0,0.0,281.3394
smooy,2023-03-11,18:00,295.93,35.9,994.35,8.57,327.23,0.0,0.0,0.0,86.5805
smooy,2023-03-11,19:00,294.64,40.27,995.04,7.57,322.49,0.0,0.0,0.0,0.2121
smooy,2023-03-11,20:00,293.35,44.65,995.73,6.64,316.37,0.0,0.0,0.0,0.0
smooy,2023-03-11,21:00,292.06,49.03,996.42,5.81,308.38,0.0,0.0,0.0,0.0
smooy,2023-03-11,22:00,291.25,52.33,996.54,4.78,308.43,0.0,0.0,0.0,0.0
smooy,2023-03-11,23:00,290.44,55.63,996.66,3.76,308.51,0.0,0.0,0.0,0.0
smooy,2023-03-11,00:00,289.63,58.93,996.78,2.73,308.64,0.0,0.0,0.0,0.0
smooy,2023-03-12,01:00,289.31,60.35,996.79,2.72,307.31,0.0,0.0,0.0,0.0
smooy,2023-03-12,02:00,289.0,61.78,996.8,2.72,305.98,0.0,0.0,0.0,0.0
smooy,2023-03-12,03:00,288.68,63.2,996.81,2.71,304.64,0.0,0.0,0.0,0.0
smooy,2023-03-12,04:00,288.34,64.28,997.05,2.75,303.64,0.0,0.0,0.0,0.0
smooy,2023-03-12,05:00,288.01,65.36,997.29,2.79,302.66,0.0,0.0,0.0,0.0
smooy,2023-03-12,06:00,287.67,66.44,997.53,2.82,301.71,0.0,0.0,0.0,0.0
smooy,2023-03-12,07:00,289.49,60.59,997.88,3.27,302.36,0.0,0.0,0.0,19.0514
smooy,2023-03-12,08:00,291.31,54.74,998.23,3.71,302.85,0.0,0.0,0.0,180.7033
smooy,2023-03-12,09:00,293.13,48.9,998.58,4.16,303.24,0.0,0.0,0.0,356.6361
smooy,2023-03-12,10:00,294.84,43.74,998.12,3.6,300.86,0.0,0.0,0.0,525.4212
smooy,2023-03-12,11:00,296.56,38.59,997.66,3.06,297.63,0.0,0.0,0.0,671.4237
smooy,2023-03-12,12:00,298.28,33.43,997.2,2.53,293.01,0.0,0.0,0.0,743.1579
smooy,2023-03-12,13:00,298.99,31.02,996.51,1.62,272.17,0.0,0.0,0.0,762.4164
smooy,2023-03-12,14:00,299.7,28.6,995.82,1.26,226.6,0.0,0.0,0.0,727.062
smooy,2023-03-12,15:00,300.41,26.19,995.13,1.8,186.64,0.0,0.0,0.0,603.2115
