estacion,fecha,hora,Temperature,humedad,Pressure,windspeed,winddiraction,Rainfall,Snowfall,Snow depth,Short-wave irradiation
smooy,2023-07-15,12:00,308.14,37.15,989.05,2.03,100.33,0.0,0.0,0.0,937.7511
smooy,2023-07-15,13:00,309.15,34.03,988.43,2.88,124.44,0.0,0.0,0.0,948.4932
smooy,2023-07-15,14:00,310.16,30.91,987.81,3.99,136.47,0.0,0.0,0.0,909.7284
smooy,2023-07-15,15:00,311.17,27.78,987.19,5.19,143.11,0.0,0.0,0.0,799.4769
smooy,2023-07-15,16:00,309.8,31.12,987.29,4.54,136.53,0.0,0.0,0.0,655.4586
smooy,2023-07-15,17:00,308.43,34.45,987.4,3.97,127.92,0.0,0.0,0.0,489.0462
smooy,2023-07-15,18:00,307.05,37.78,987.51,3.51,116.75,0.0,0.0,0.0,292.0837
smooy,2023-07-15,19:00,305.25,42.32,988.13,2.85,116.47,0.0,0.0,0.0,119.785
smooy,2023-07-15,20:00,303.45,46.85,988.76,2.19,116.03,0.0,0.0,0.0,7.6341
smooy,2023-07-15,21:00,301.65,51.38,989.38,1.52,115.19,0.0,0.0,0.0,0.0
smooy,2023-07-15,22:00,300.78,57.45,989.58,1.34,120.65,0.0,0.0,0.0,0.0
smooy,2023-07-15,23:00,299.91,63.51,989.78,1.17,127.73,0.0,0.0,0.0,0.0
smooy,2023-07-15,00:00,299.05,69.58,989.98,1.03,136.96,0.0,0.0,0.0,0.0
smooy,2023-07-16,01:00,299.02,69.15,989.7,0.28,155.46,0.0,0.0,0.0,0.0
smooy,2023-07-16,02:00,298.98,68.72,989.42,0.54,297.99,0.0,0.0,0.0,0.0
smooy,2023-07-16,03:00,298.95,68.28,989.14,1.3,305.37,0.0,0.0,0.0,0.0
smooy,2023-07-16,04:00,299.59,56.44,989.44,1.49,304.08,0.0,0.0,0.0,0.0
smooy,2023-07-16,05:00,300.23,44.6,989.73,1.67,303.07,0.0,0.0,0.0,0.0051
smooy,2023-07-16,06:00,300.88,32.75,990.03,1.85,302.26,0.0,0.0,0.0,55.042
smooy,2023-07-16,07:00,301.62,39.59,990.65,1.12,33.93,0.0,0.0,0.0,185.6743
smooy,2023-07-16,08:00,302.36,46.43,991.27,2.95,72.74,0.0,0.0,0.0,340.7352
smooy,2023-07-16,09:00,303.1,53.27,991.89,5.07,80.71,0.0,0.0,0.0,519.5463
smooy,2023-07-16,10:00,304.2,50.37,991.94,5.3,92.47,0.0,0.0,0.0,702.6201
smooy,2023-07-16,11:00,305.3,47.48,991.98,5.73,102.87,0.0,0.0,0.0,872.9211
smooy,2023-07-16,12:00,306.4,44.59,992.03,6.32,111.57,0.0,0.0,0.0,931.1979
smooy,2023-07-16,13:00,306.53,44.79,991.68,6.6,107.07,0.0,0.0,0.0,941.1078
smooy,2023-07-16,14:00,306.65,44.99,991.34,6.91,102.94,0.0,0.0,0.0,901.8273
smooy,2023-07-16,15:00,306.78,45.19,990.99,7.25,99.19,0.0,0.0,0.0,790.6254
smooy,2023-07-16,16:00,305.4,49.82,991.02,6.95,94.4,0.0,0.0,0.0,646.4271
smooy,2023-07-16,17:00,304.03,54.44,991.04,6.7,89.22,0.0,0.0,0.0,480.732
smooy,2023-07-16,18:00,302.65,59.06,991.07,6.51,83.69,0.0,0.0,0.0,285.8648
smooy,2023-07-16,19:00,301.26,66.03,991.81,5.47,85.16,0.0,0.0,0.0,116.1298
smooy,2023-07-16,20:00,299.86,72.99,992.56,4.44,87.31,0.0,0.0,0.0,7.0415
smooy,2023-07-16,21:00,298.46,79.96,993.3,3.42,90.76,0.0,0.0,0.0,0.0
smooy,2023-07-16,22:00,298.02,82.45,993.54,2.82,82.5,0.0,0.0,0.0,0.0
smooy,2023-07-16,23:00,297.58,84.95,993.77,2.3,70.2,0.0,0.0,0.0,0.0
smooy,2023-07-16,00:00,297.15,87.44,994.0,1.95,52.25,0.0,0.0,0.0,0.0
smooy,2023-07-17,01:00,296.83,88.61,993.58,1.58,27.89,0.0,0.0,0.0,0.0
smooy,2023-07-17,02:00,296.51,89.79,993.16,1.61,357.87,0.0,0.0,0.0,0.0
smooy,2023-07-17,03:00,296.19,90.96,992.74,2.0,334.62,0.0,0.0,0.0,0.0
smooy,2023-07-17,04:00,296.46,87.97,992.9,1.62,336.21,0.0,0.0,0.0,0.0
smooy,2023-07-17,05:00,296.73,84.98,993.07,1.23,338.82,0.0,0.0,0.0,0.0
smooy,2023-07-17,06:00,296.99,81.99,993.23,0.85,343.81,0.0,0.0,0.0,61.74
smooy,2023-07-17,07:00,298.94,71.79,993.68,0.94,67.49,0.0,0.0,0.0,222.4187
smooy,2023-07-17,08:00,300.88,61.59,994.12,1.98,92.6,0.0,0.0,0.0,425.8932
smooy,2023-07-17,09:00,302.83,51.39,994.56,3.14,99.94,0.0,0.0,0.0,601.4553
smooy,2023-07-17,10:00,304.53,46.58,994.48,4.02,101.69,0.0,0.0,0.0,760.9761
smooy,2023-07-17,11:00,306.23,41.77,994.4,4.9,102.81,0.0,0.0,0.0,891.7785
smooy,2023-07-17,12:00,307.94,36.97,994.32,5.79,103.58,0.0,0.0,0.0,951.5211
smooy,2023-07-17,13:00,307.66,37.5,994.13,5.88,98.85,0.0,0.0,0.0,961.7463
smooy,2023-07-17,14:00,307.39,38.03,993.94,6.01,94.3,0.0,0.0,0.0,921.5988
smooy,2023-07-17,15:00,307.12,38.56,993.74,6.17,89.96,0.0,0.0,0.0,812.1225
smooy,2023-07-17,16:00,306.07,42.49,993.67,5.79,88.99,0.0,0.0,0.0,667.4877
smooy,2023-07-17,17:00,305.02,46.42,993.6,5.4,87.88,0.0,0.0,0.0,498.9609
smooy,2023-07-17,18:00,303.97,50.35,993.53,5.01,86.6,0.0,0.0,0.0,298.1279
smooy,2023-07-17,19:00,302.14,60.61,994.1,4.01,88.77,0.0,0.0,0.0,121.2995
smooy,2023-07-17,20:00,300.31,70.88,994.68,3.01,92.39,0.0,0.0,0.0,7.0752
smooy,2023-07-17,21:00,298.48,81.14,995.25,2.03,99.54,0.0,0.0,0.0,0.0
smooy,2023-07-17,22:00,297.96,83.42,995.42,1.52,83.61,0.0,0.0,0.0,0.0
smooy,2023-07-17,23:00,297.44,85.69,995.59,1.22,56.29,0.0,0.0,0.0,0.0
smooy,2023-07-17,00:00,296.92,87.96,995.77,1.29,23.57,0.0,0.0,0.0,0.0
smooy,2023-07-18,01:00,296.8,85.79,995.24,1.34,359.32,0.0,0.0,0.0,0.0
smooy,2023-07-18,02:00,296.68,83.61,994.7,1.59,339.83,0.0,0.0,0.0,0.0
smooy,2023-07-18,03:00,296.56,81.44,994.17,1.97,326.73,0.0,0.0,0.0,0.0
smooy,2023-07-18,04:00,297.17,74.95,994.15,1.78,321.92,0.0,0.0,0.0,0.0
smooy,2023-07-18,05:00,297.77,68.46,994.13,1.61,316.04,0.0,0.0,0.0,0.0
smooy,2023-07-18,06:00,298.37,61.97,994.1,1.46,308.87,0.0,0.0,0.0,61.5981
smooy,2023-07-18,07:00,300.82,51.72,994.27,0.36,348.72,0.0,0.0,0.0,227.5496
smooy,2023-07-18,08:00,303.26,41.46,994.43,1.02,102.03,0.0,0.0,0.0,435.1872
smooy,2023-07-18,09:00,305.71,31.21,994.59,2.21,110.63,0.0,0.0,0.0,614.0115
smooy,2023-07-18,10:00,307.74,28.07,994.32,2.78,119.16,0.0,0.0,0.0,775.2846
smooy,2023-07-18,11:00,309.78,24.93,994.04,3.4,124.68,0.0,0.0,0.0,906.3756
smooy,2023-07-18,12:00,311.82,21.79,993.76,4.04,128.48,0.0,0.0,0.0,965.841
smooy,2023-07-18,13:00,312.73,19.56,993.3,4.7,136.11,0.0,0.0,0.0,974.7864
smooy,2023-07-18,14:00,313.64,17.32,992.85,5.42,141.79,0.0,0.0,0.0,932.6442
smooy,2023-07-18,15:00,314.55,15.08,992.39,6.18,146.11,0.0,0.0,0.0,822.4944
smooy,2023-07-18,16:00,313.28,16.49,992.23,5.42,143.41,0.0,0.0,0.0,676.5768
smooy,2023-07-18,17:00,312.0,17.9,992.07,4.67,139.84,0.0,0.0,0.0,506.2755
smooy,2023-07-18,18:00,310.73,19.32,991.91,3.95,134.93,0.0,0.0,0.0,301.3701
smooy,2023-07-18,19:00,307.9,29.84,992.32,3.02,131.53,0.0,0.0,0.0,122.3403
smooy,2023-07-18,20:00,305.08,40.36,992.74,2.11,125.16,0.0,0.0,0.0,7.2802
smooy,2023-07-18,21:00,302.25,50.88,993.16,1.27,109.81,0.0,0.0,0.0,0.0
smooy,2023-07-18,22:00,301.79,52.36,993.09,1.0,119.45,0.0,0.0,0.0,0.0
smooy,2023-07-18,23:00,301.34,53.84,993.03,0.78,135.17,0.0,0.0,0.0,0.0
smooy,2023-07-18,00:00,300.88,55.32,992.97,0.66,159.39,0.0,0.0,0.0,0.0
smooy,2023-07-19,01:00,300.63,55.92,992.68,0.18,164.97,0.0,0.0,0.0,0.0
smooy,2023-07-19,02:00,300.38,56.52,992.39,0.31,333.14,0.0,0.0,0.0,0.0
smooy,2023-07-19,03:00,300.14,57.12,992.09,0.8,335.72,0.0,0.0,0.0,0.0
smooy,2023-07-19,04:00,301.0,51.91,992.09,1.11,321.75,0.0,0.0,0.0,0.0
smooy,2023-07-19,05:00,301.86,46.7,992.08,1.46,314.12,0.0,0.0,0.0,0.0
smooy,2023-07-19,06:00,302.72,41.5,992.07,1.82,309.48,0.0,0.0,0.0,55.5436
smooy,2023-07-19,07:00,305.33,34.04,992.17,2.07,307.96,0.0,0.0,0.0,206.6588
smooy,2023-07-19,08:00,307.95,26.58,992.28,2.33,306.78,0.0,0.0,0.0,394.0173
smooy,2023-07-19,09:00,310.56,19.12,992.39,2.59,305.84,0.0,0.0,0.0,561.0663
smooy,2023-07-19,10:00,311.98,17.4,992.09,1.89,331.46,0.0,0.0,0.0,714.1578
smooy,2023-07-19,11:00,313.41,15.68,991.79,1.82,9.42,0.0,0.0,0.0,840.9966
smooy,2023-07-19,12:00,314.83,13.96,991.49,2.45,37.7,0.0,0.0,0.0,909.1677
smooy,2023-07-19,13:00,313.93,18.38,991.24,2.95,78.97,0.0,0.0,0.0,930.6051
smooy,2023-07-19,14:00,313.03,22.8,990.98,4.36,100.72,0.0,0.0,0.0,902.7342
smooy,2023-07-19,15:00,312.13,27.22,990.73,6.09,111.06,0.0,0.0,0.0,792.9702
smooy,2023-07-19,16:00,311.8,27.36,990.54,5.44,112.75,0.0,0.0,0.0,649.4358
smooy,2023-07-19,17:00,311.46,27.5,990.35,4.79,114.91,0.0,0.0,0.0,483.5235
smooy,2023-07-19,18:00,311.13,27.63,990.16,4.16,117.73,0.0,0.0,0.0,285.489
smooy,2023-07-19,19:00,308.2,39.6,990.63,3.5,113.32,0.0,0.0,0.0,114.1971
smooy,2023-07-19,20:00,305.27,51.56,991.1,2.87,106.95,0.0,0.0,0.0,6.3818
smooy,2023-07-19,21:00,302.34,63.53,991.57,2.3,97.22,0.0,0.0,0.0,0.0
smooy,2023-07-19,22:00,302.17,62.72,991.2,1.39,99.19,0.0,0.0,0.0,0.0
smooy,2023-07-19,23:00,302.0,61.9,990.82,0.48,108.67,0.0,0.0,0.0,0.0
smooy,2023-07-19,00:00,301.83,61.09,990.44,0.47,259.43,0.0,0.0,0.0,0.0
smooy,2023-07-20,01:00,301.47,61.6,990.11,0.23,183.11,0.0,0.0,0.0,0.0
smooy,2023-07-20,02:00,301.11,62.11,989.77,0.57,130.65,0.0,0.0,0.0,0.0
smooy,2023-07-20,03:00,300.75,62.61,989.43,1.02,120.38,0.0,0.0,0.0,0.0
smooy,2023-07-20,04:00,300.8,62.99,989.56,0.89,86.9,0.0,0.0,0.0,0.0
smooy,2023-07-20,05:00,300.85,63.38,989.68,1.08,55.54,0.0,0.0,0.0,0.0
smooy,2023-07-20,06:00,300.89,63.76,989.81,1.48,37.34,0.0,0.0,0.0,51.7326
smooy,2023-07-20,07:00,302.57,57.16,989.85,1.72,66.35,0.0,0.0,0.0,206.3815
smooy,2023-07-20,08:00,304.25,50.55,989.9,2.26,84.94,0.0,0.0,0.0,410.3325
smooy,2023-07-20,09:00,305.92,43.95,989.94,2.93,95.68,0.0,0.0,0.0,576.4881
smooy,2023-07-20,10:00,307.2,41.51,989.56,4.13,97.44,0.0,0.0,0.0,724.2264
smooy,2023-07-20,11:00,308.47,39.06,989.19,5.33,98.4,0.0,0.0,0.0,842.2251
smooy,2023-07-20,12:00,309.75,36.62,988.81,6.52,99.01,0.139532,0.0,0.0,738.9042
smooy,2023-07-20,13:00,307.93,37.67,988.7,4.81,110.87,0.279065,0.0,0.0,585.3015
smooy,2023-07-20,14:00,306.1,38.72,988.58,3.5,133.37,0.418597,0.0,0.0,406.2255
smooy,2023-07-20,15:00,304.27,39.77,988.46,3.16,169.03,0.428407,0.0,0.0,355.074
smooy,2023-07-20,16:00,303.97,41.96,988.29,2.65,179.24,0.438217,0.0,0.0,289.2164
smooy,2023-07-20,17:00,303.66,44.14,988.12,2.26,193.55,0.448026,0.0,0.0,213.9889
smooy,2023-07-20,18:00,303.35,46.32,987.95,2.07,212.04,0.298684,0.0,0.0,161.0676
smooy,2023-07-20,19:00,302.71,51.62,988.23,2.17,210.22,0.149342,0.0,0.0,81.3058
smooy,2023-07-20,20:00,302.06,56.91,988.51,2.27,208.56,0.0,0.0,0.0,5.4704
smooy,2023-07-20,21:00,301.42,62.2,988.79,2.37,207.04,0.0,0.0,0.0,0.0
smooy,2023-07-20,22:00,300.97,63.63,988.58,2.14,207.44,0.0,0.0,0.0,0.0
smooy,2023-07-20,23:00,300.52,65.07,988.36,1.9,207.94,0.0,0.0,0.0,0.0
smooy,2023-07-20,00:00,300.08,66.5,988.15,1.66,208.59,0.0,0.0,0.0,0.0
smooy,2023-07-21,01:00,299.92,64.13,987.85,1.1,236.62,0.0,0.0,0.0,0.0
smooy,2023-07-21,02:00,299.77,61.76,987.55,1.08,283.23,0.0,0.0,0.0,0.0
smooy,2023-07-21,03:00,299.61,59.39,987.25,1.61,313.16,0.0,0.0,0.0,0.0
smooy,2023-07-21,04:00,299.91,50.97,987.57,1.84,312.15,0.0,0.0,0.0,0.0
smooy,2023-07-21,05:00,300.22,42.56,987.89,2.07,311.37,0.0,0.0,0.0,0.0
smooy,2023-07-21,06:00,300.52,34.15,988.21,2.3,310.75,0.0,0.0,0.0,55.5525
smooy,2023-07-21,07:00,302.33,27.71,988.68,2.35,326.92,0.0,0.0,0.0,218.6535
smooy,2023-07-21,08:00,304.15,21.27,989.14,2.57,341.36,0.0,0.0,0.0,426.9732
smooy,2023-07-21,09:00,305.96,14.83,989.6,2.92,352.91,0.0,0.0,0.0,604.1982
smooy,2023-07-21,10:00,307.3,13.87,989.31,1.61,19.95,0.0,0.0,0.0,763.7733
smooy,2023-07-21,11:00,308.64,12.91,989.01,1.46,85.1,0.0,0.0,0.0,893.2143
smooy,2023-07-21,12:00,309.98,11.94,988.72,2.68,118.06,0.0,0.0,0.0,941.6043
smooy,2023-07-21,13:00,308.96,19.93,988.57,4.53,121.29,0.0,0.0,0.0,939.639
smooy,2023-07-21,14:00,307.94,27.91,988.42,6.38,122.65,0.0,0.0,0.0,888.4572
smooy,2023-07-21,15:00,306.92,35.89,988.28,8.24,123.4,0.0,0.0,0.0,711.0204
smooy,2023-07-21,16:00,305.97,39.13,988.24,7.21,116.25,0.0,0.0,0.0,521.9784
smooy,2023-07-21,17:00,305.02,42.36,988.2,6.32,106.91,0.0,0.0,0.0,340.7955
smooy,2023-07-21,18:00,304.07,45.6,988.16,5.66,94.98,0.0,0.0,0.0,185.2385
smooy,2023-07-21,19:00,302.78,52.79,988.96,4.56,94.59,0.0,0.0,0.0,65.5252
smooy,2023-07-21,20:00,301.49,59.98,989.75,3.47,93.95,0.0,0.0,0.0,2.7795
smooy,2023-07-21,21:00,300.2,67.18,990.55,2.37,92.73,0.0,0.0,0.0,0.0
smooy,2023-07-21,22:00,299.87,69.22,990.58,2.09,87.64,0.0,0.0,0.0,0.0
smooy,2023-07-21,23:00,299.55,71.27,990.6,1.84,81.06,0.0,0.0,0.0,0.0
smooy,2023-07-21,00:00,299.22,73.31,990.63,1.61,72.5,0.0,0.0,0.0,0.0
smooy,2023-07-22,01:00,298.79,75.09,990.53,1.28,50.53,0.0,0.0,0.0,0.0
smooy,2023-07-22,02:00,298.35,76.86,990.43,1.23,21.31,0.0,0.0,0.0,0.0
smooy,2023-07-22,03:00,297.92,78.63,990.33,1.49,356.33,0.0,0.0,0.0,0.0
smooy,2023-07-22,04:00,298.13,75.34,990.83,1.31,7.78,0.0,0.0,0.0,0.0
smooy,2023-07-22,05:00,298.33,72.06,991.33,1.21,21.9,0.0,0.0,0.0,0.0
smooy,2023-07-22,06:00,298.53,68.77,991.83,1.19,37.54,0.0,0.0,0.0,45.3588
smooy,2023-07-22,07:00,299.6,63.88,992.24,1.37,56.0,0.0,0.0,0.0,168.3774
smooy,2023-07-22,08:00,300.67,58.99,992.66,1.65,69.2,0.0,0.0,0.0,311.0712
smooy,2023-07-22,09:00,301.74,54.11,993.08,1.99,78.22,0.0,0.0,0.0,477.9423
smooy,2023-07-22,10:00,303.28,49.51,992.88,2.17,91.73,0.0,0.0,0.0,648.6531
smooy,2023-07-22,11:00,304.81,44.91,992.69,2.46,102.63,0.0,0.0,0.0,807.2964
smooy,2023-07-22,12:00,306.35,40.32,992.49,2.81,111.03,0.0,0.0,0.0,869.7888
smooy,2023-07-22,13:00,306.65,40.12,992.03,3.89,110.19,0.0,0.0,0.0,887.0208
smooy,2023-07-22,14:00,306.96,39.93,991.56,4.97,109.72,0.0,0.0,0.0,857.0394
smooy,2023-07-22,15:00,307.26,39.74,991.1,6.05,109.41,0.0,0.0,0.0,743.3763
smooy,2023-07-22,16:00,306.04,44.64,991.13,6.05,103.56,0.0,0.0,0.0,600.2301
smooy,2023-07-22,17:00,304.82,49.54,991.17,6.11,97.77,0.0,0.0,0.0,439.5519
smooy,2023-07-22,18:00,303.59,54.44,991.21,6.23,92.14,0.0,0.0,0.0,244.1491
smooy,2023-07-22,19:00,302.31,62.73,992.1,5.12,93.55,0.0,0.0,0.0,88.7033
smooy,2023-07-22,20:00,301.02,71.03,992.99,4.01,95.74,0.0,0.0,0.0,3.7272
smooy,2023-07-22,21:00,299.73,79.33,993.87,2.91,99.6,0.0,0.0,0.0,0.0
smooy,2023-07-22,22:00,299.33,81.17,993.64,2.18,92.33,0.0,0.0,0.0,0.0
smooy,2023-07-22,23:00,298.93,83.01,993.4,1.51,78.22,0.0,0.0,0.0,0.0
smooy,2023-07-22,00:00,298.53,84.85,993.16,1.05,47.96,0.0,0.0,0.0,0.0
smooy,2023-07-23,01:00,298.19,85.41,992.65,0.97,36.62,0.0,0.0,0.0,0.0
smooy,2023-07-23,02:00,297.86,85.97,992.13,0.93,23.79,0.0,0.0,0.0,0.0
smooy,2023-07-23,03:00,297.52,86.53,991.61,0.94,10.58,0.0,0.0,0.0,0.0
smooy,2023-07-23,04:00,297.73,84.95,991.83,0.93,21.67,0.0,0.0,0.0,0.0
smooy,2023-07-23,05:00,297.93,83.37,992.04,0.95,32.63,0.0,0.0,0.0,0.0
smooy,2023-07-23,06:00,298.13,81.79,992.25,1.01,42.72,0.0,0.0,0.0,49.6955
smooy,2023-07-23,07:00,299.62,73.99,992.32,1.1,62.72,0.0,0.0,0.0,204.1159
smooy,2023-07-23,08:00,301.1,66.18,992.38,1.3,78.12,0.0,0.0,0.0,403.4466
smooy,2023-07-23,09:00,302.58,58.38,992.45,1.57,88.89,0.0,0.0,0.0,570.4413
smooy,2023-07-23,10:00,304.52,51.33,991.96,2.36,103.55,0.0,0.0,0.0,719.6943
smooy,2023-07-23,11:00,306.46,44.27,991.47,3.22,110.63,0.0,0.0,0.0,839.6553
smooy,2023-07-23,12:00,308.4,37.22,990.97,4.11,114.67,0.0,0.0,0.0,883.1862
smooy,2023-07-23,13:00,308.21,39.01,990.55,4.46,114.36,0.0,0.0,0.0,879.0921
smooy,2023-07-23,14:00,308.03,40.8,990.13,4.82,114.1,0.0,0.0,0.0,828.8091
smooy,2023-07-23,15:00,307.84,42.59,989.7,5.17,113.87,0.0,0.0,0.0,727.2633
smooy,2023-07-23,16:00,307.68,42.96,989.16,4.45,113.9,0.0,0.0,0.0,594.4122
smooy,2023-07-23,17:00,307.52,43.33,988.61,3.73,113.93,0.0,0.0,0.0,440.8188
smooy,2023-07-23,18:00,307.37,43.71,988.07,3.01,113.99,0.0,0.0,0.0,263.307
smooy,2023-07-23,19:00,305.4,52.86,988.29,2.86,113.89,0.0,0.0,0.0,104.5672
smooy,2023-07-23,20:00,303.43,62.0,988.51,2.71,113.79,0.0,0.0,0.0,4.6778
smooy,2023-07-23,21:00,301.47,71.15,988.73,2.56,113.67,0.0,0.0,0.0,0.0
smooy,2023-07-23,22:00,300.67,76.13,988.76,2.01,120.52,0.0,0.0,0.0,0.0
smooy,2023-07-23,23:00,299.87,81.11,988.79,1.51,132.21,0.0,0.0,0.0,0.0
smooy,2023-07-23,00:00,299.07,86.1,988.82,1.12,153.51,0.0,0.0,0.0,0.0
smooy,2023-07-24,01:00,298.91,86.69,988.1,0.77,188.41,0.0,0.0,0.0,0.0
smooy,2023-07-24,02:00,298.74,87.28,987.39,0.89,234.43,0.0,0.0,0.0,0.0
smooy,2023-07-24,03:00,298.58,87.86,986.67,1.37,258.34,0.0,0.0,0.0,0.0
smooy,2023-07-24,04:00,299.04,84.41,986.71,1.25,264.47,0.0,0.0,0.0,0.0
smooy,2023-07-24,05:00,299.49,80.95,986.75,1.15,271.76,0.0,0.0,0.0,0.0
smooy,2023-07-24,06:00,299.94,77.49,986.79,1.07,280.25,0.0,0.0,0.0,39.8244
smooy,2023-07-24,07:00,302.29,61.86,986.73,0.49,296.16,0.0,0.0,0.0,160.9733
smooy,2023-07-24,08:00,304.63,46.22,986.66,0.3,37.84,0.0,0.0,0.0,311.2518
smooy,2023-07-24,09:00,306.98,30.59,986.6,0.85,72.06,0.0,0.0,0.0,478.9221
smooy,2023-07-24,10:00,308.5,26.53,986.21,0.9,69.78,0.0,0.0,0.0,650.193
smooy,2023-07-24,11:00,310.02,22.46,985.82,0.96,67.75,0.0,0.0,0.0,809.0994
smooy,2023-07-24,12:00,311.54,18.4,985.42,1.01,65.95,0.0,0.0,0.0,818.3592
smooy,2023-07-24,13:00,311.94,19.98,984.85,1.57,98.82,0.0,0.0,0.0,780.9534
smooy,2023-07-24,14:00,312.34,21.56,984.27,2.34,112.4,0.0,0.0,0.0,703.5576
smooy,2023-07-24,15:00,312.73,23.15,983.69,3.19,119.02,8.8e-05,0.0,0.0,633.9666
smooy,2023-07-24,16:00,312.23,24.36,983.65,2.75,105.94,0.000175,0.0,0.0,532.3884
smooy,2023-07-24,17:00,311.72,25.58,983.61,2.5,89.15,0.000263,0.0,0.0,405.8019
smooy,2023-07-24,18:00,311.22,26.79,983.58,2.49,70.58,0.000175,0.0,0.0,247.1798
smooy,2023-07-24,19:00,309.62,22.23,984.53,1.82,344.73,8.8e-05,0.0,0.0,99.8049
smooy,2023-07-24,20:00,308.03,17.68,985.49,4.27,309.09,0.0,0.0,0.0,4.2658
smooy,2023-07-24,21:00,306.43,13.12,986.44,7.13,300.52,0.0,0.0,0.0,0.0
smooy,2023-07-24,22:00,305.0,17.21,986.96,6.13,303.99,0.0,0.0,0.0,0.0
smooy,2023-07-24,23:00,303.57,21.3,987.47,5.16,308.8,0.0,0.0,0.0,0.0
smooy,2023-07-24,00:00,302.14,25.4,987.98,4.24,315.75,0.0,0.0,0.0,0.0
smooy,2023-07-25,01:00,301.27,26.82,988.17,4.05,318.94,0.0,0.0,0.0,0.0
smooy,2023-07-25,02:00,300.41,28.24,988.35,3.87,322.45,0.0,0.0,0.0,0.0
smooy,2023-07-25,03:00,299.54,29.66,988.53,3.71,326.27,0.0,0.0,0.0,0.0
smooy,2023-07-25,04:00,299.35,30.37,989.01,3.18,319.6,0.0,0.0,0.0,0.0
smooy,2023-07-25,05:00,299.15,31.09,989.5,2.7,310.44,0.0,0.0,0.0,0.0
smooy,2023-07-25,06:00,298.95,31.8,989.98,2.33,297.87,0.0,0.0,0.0,50.5747
smooy,2023-07-25,07:00,300.73,28.38,990.28,2.76,310.53,0.0,0.0,0.0,213.282
smooy,2023-07-25,08:00,302.51,24.96,990.57,3.28,319.47,0.0,0.0,0.0,421.0758
smooy,2023-07-25,09:00,304.3,21.54,990.87,3.87,325.82,0.0,0.0,0.0,600.9966
smooy,2023-07-25,10:00,305.48,20.52,990.57,1.84,331.56,0.0,0.0,0.0,763.9983
smooy,2023-07-25,11:00,306.67,19.5,990.27,0.42,85.66,0.0,0.0,0.0,897.1755
smooy,2023-07-25,12:00,307.85,18.48,989.97,2.32,132.05,0.0,0.0,0.0,956.9262
smooy,2023-07-25,13:00,307.97,20.22,989.31,3.9,150.4,0.0,0.0,0.0,965.7675
smooy,2023-07-25,14:00,308.09,21.96,988.65,5.66,157.81,0.0,0.0,0.0,923.1567
smooy,2023-07-25,15:00,308.21,23.69,987.99,7.46,161.68,0.0,0.0,0.0,807.6942
smooy,2023-07-25,16:00,307.0,26.58,988.28,6.69,165.66,0.0,0.0,0.0,657.7821
smooy,2023-07-25,17:00,305.79,29.46,988.56,5.97,170.64,0.0,0.0,0.0,485.4762
smooy,2023-07-25,18:00,304.58,32.34,988.85,5.31,176.93,0.0,0.0,0.0,282.543
smooy,2023-07-25,19:00,303.28,35.99,989.48,3.73,174.36,0.0,0.0,0.0,107.3485
smooy,2023-07-25,20:00,301.99,39.64,990.11,2.18,168.08,0.0,0.0,0.0,3.9711
smooy,2023-07-25,21:00,300.7,43.28,990.73,0.76,135.79,0.0,0.0,0.0,0.0
smooy,2023-07-25,22:00,300.16,47.22,991.0,1.11,89.77,0.0,0.0,0.0,0.0
smooy,2023-07-25,23:00,299.62,51.17,991.26,1.78,71.84,0.0,0.0,0.0,0.0
smooy,2023-07-25,00:00,299.08,55.11,991.52,2.53,64.06,0.0,0.0,0.0,0.0
smooy,2023-07-26,01:00,298.55,59.34,991.56,2.41,65.82,0.0,0.0,0.0,0.0
smooy,2023-07-26,02:00,298.03,63.57,991.6,2.29,67.77,0.0,0.0,0.0,0.0
smooy,2023-07-26,03:00,297.51,67.81,991.64,2.18,69.93,0.000352,0.0,0.0,0.0
smooy,2023-07-26,04:00,297.66,72.59,992.07,2.33,64.1,0.000704,0.0,0.0,0.0
smooy,2023-07-26,05:00,297.82,77.37,992.5,2.51,59.05,0.001055,0.0,0.0,0.0
smooy,2023-07-26,06:00,297.97,82.15,992.93,2.7,54.69,0.021088,0.0,0.0,42.068
smooy,2023-07-26,07:00,299.17,75.75,993.12,3.79,66.27,0.041121,0.0,0.0,180.1099
smooy,2023-07-26,08:00,300.36,69.35,993.31,4.97,72.54,0.061153,0.0,0.0,355.6317
smooy,2023-07-26,09:00,301.56,62.95,993.49,6.18,76.37,0.047713,0.0,0.0,501.2934
smooy,2023-07-26,10:00,302.29,59.48,993.49,6.15,81.85,0.034273,0.0,0.0,629.3574
smooy,2023-07-26,11:00,303.02,56.01,993.49,6.18,87.34,0.020833,0.0,0.0,730.1697
smooy,2023-07-26,12:00,303.75,52.54,993.49,6.26,92.72,0.020477,0.0,0.0,672.3066
smooy,2023-07-26,13:00,303.56,52.94,993.09,6.19,92.56,0.02012,0.0,0.0,570.7707
smooy,2023-07-26,14:00,303.37,53.35,992.69,6.11,92.4,0.019764,0.0,0.0,442.3836
smooy,2023-07-26,15:00,303.19,53.76,992.29,6.03,92.23,0.013176,0.0,0.0,511.5756
smooy,2023-07-26,16:00,302.7,55.83,992.27,6.27,92.93,0.006588,0.0,0.0,524.2908
